ID;BOT_ID;ALIAS;LANGUAGE;GUILD;GUILD_LEVEL;Level;FACTION;AM_Aulari;DM_Aulari;TM_Aulari;P_Aulari;AM_Carpa;DM_Carpa;TM_Carpa;P_Carpa;AM_Civica;DM_Civica;TM_Civica;P_Civica;AM_Comunicacio;DM_Comunicacio;TM_Comunicacio;P_Comunicacio;AM_EB_Sud;DM_EB_Sud;TM_EB_Sud;P_EB_Sud;AM_EB_Nord;DM_EB_Nord;TM_EB_Nord;P_EB_Nord;AM_EB_Central;DM_EB_Central;TM_EB_Central;P_EB_Central;AM_Educacio;DM_Educacio;TM_Educacio;P_Educacio;AM_ETSE;DM_ETSE;TM_ETSE;P_ETSE;AM_FTI;DM_FTI;TM_FTI;P_FTI;AM_Med;DM_Med;TM_Med;P_Med;AM_SAF;DM_SAF;TM_SAF;P_SAF;AM_Torres;DM_Torres;TM_Torres;P_Torres;AM_Vet;DM_Vet;TM_Vet;P_Vet;AM_EC;DM_EC;TM_EC;P_EC;WAKE;AM_BOT;DM_BOT;TM_BOT;P_BOT;AM_EM;WOKE
0;132;test;ca;Patatas;Newbie;Mod;Neutral;C1; ;0;0;COM2; ;0;0;VET1; ;0;0;BNORD1; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;VET1;1;10; ;C2, C1, C4;3;20.0;NO; ; ;0;0;;
1;57232690;Evil Reckmana;ca;Patatas;Newbie;Mod;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
2;1972795833;Mirna;ca;Worst Generation;Founder;Mod;Anomalis; ; ;0;300; ;OCULT1;1;0;ANOMA3; ;0;0; ;COM1;1;10; ; ;0;0; ;BNORD25;1;10; ;BCEN23;1;10; ; ;0;0; ;ETSE2, ETSE25, ETSE26;3;30;FTI26; ;0;0; ;MED3, MED2, MED1;3;30; ;SAF2;1;10; ; ;0;0;VET40; ;0;0;C40;C8, C5;2;20.0;NO; ; ;0;0;C40;
3;981802604;Shaggy;ca;Mochete;Newbie;Mod;Corruptus;C1; VET1, VET2, FTI1, FTI2, FTI3, COM1, COM2, MED1, MED2, MED3, ETSE1, ETSE2, ETSE3;0;600; ;19W2B2fg;1;0; ;MISFI4, MISFI1, MISFI2;3;0; ;COM23, COM24;2;20;BSUD24; ;0;0; ;BNORD2, BNORD26;2;20;BCEN24; ;0;0; ; ;0;0;ETSE38; ;2;20; ;FTI40;1;30;MED26; ;0;0;SAF24; ;0;0; ; ;0;0;VET24; ;0;0;C213;C1;1;10.0;NO;2023063257;19W2B2fg, 6RtQ87cdJ3;2;2;;
4;932020044;Kamisa Reckmana;ca;Patatas;Patata;Mod;Anomalis; ; ;0;0; ; ;0;0; ;MISFI4;1;0;COM24; ;0;0; ; ;0;0; ;BNORD25;1;10; ;BCEN1;1;10; ; ;0;0; ;ETSE1;1;10; ;FTI3, FTI1, FTI3;3;30; ;MED1;1;10;SAF24;SAF2;1;10; ; ;0;0; ;VET1, VET2, VET24;3;30; ;C211, C29;2;20.0;NO; ; ;0;0;;
5;1930136278;no_alias;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
6;159982658;DrMontpeyo;ca;AcademiaHumans;Mariscal de Camp;Player;Anomalis; ; ;0;0; ;OCULT1;1;0; ;ANOMA1, ANOMA2, ANOMA3, MISFI1, MISFI2, MISFI3, MISFI4, MISFI5, LORE40;9;-10; ;COM1, COM2, COM23, COM24, COM36, COM35, COM40;7;80; ;BSUD1, BSUD2, BSUD24, BSUD23, BSUD35, BSUD36;6;60; ;BNORD3, BNORD2, BNORD1, BNORD25, BNORD24, BNORD26, BNORD39, BNORD38, BNORD37;9;90; ;BCEN2, BCEN1, BCEN23, BCEN24, BCEN35, BCEN36, BCEN40;7;130; ; ;0;0; ;ETSE1, ETSE2, ETSE3, ETSE26, ETSE24, ETSE25, ETSE38, ETSE37, ETSE39, ETSE40;10;120; ;FTI1, FTI2, FTI3, FTI24, FTI25, FTI26, FTI37, FTI39, FTI38, FTI40;10;120; ;MED2, MED3, MED1, MED25, MED26, MED24, MED37, MED39, MED38, MED40;10;120; ;SAF1, SAF2, SAF24, SAF23, SAF36, SAF35, SAF40;7;80; ; ;0;0; ;VET1, VET2, VET23, VET24, VET36, VET35, VET40;7;80; ;C5, C6, C8, C4, C7, C211, C210, C212, C29, C213, C316, C317, C318, C314, C315, C40;16;200.0;YES; ;19W2B2fg, 6RtQ87cdJ3, 94RpTa6Y2m34, P59sDDf2T1QyCCv36, TQP95HHFD374FEW3N477;5;5;;
7;750747669;René Grajeé;ca;Worst Generation;Newbie;Mod;Corruptus; ; ;0;208; ; ;0;0; ;HALAL1, CORRU1, HALAL1, CORRU2;4;0; ;COM1;1;10; ;BSUD2;1;10; ;BNORD2, BNORD3, BNORD1;3;30;BCEN40; ;0;0; ; ;0;0; ;ETSE26, ETSE26, ETSE26;3;30; ; ;0;0; ;MED3, MED2, MED1;3;30;SAF24;SAF2, SAF1;2;20; ; ;0;0;VET40;VET1, VET2, VET23;3;30;C40;C4, C6, C8, C7, C5;5;50.0;NO; ;19W2B2fg, 6RtQ87cdJ3;2;2;C40;
8;2020646986;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
9;2022190663;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
10;1350739895;Cralesuwu;ca;Babosas;Babosa Hombre;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;BSUD1, BSUD2;2;20; ;BNORD3, BNORD1, BNORD2;3;30; ;BCEN2, BCEN1;2;20; ; ;0;0; ; ;0;0; ;FTI3, FTI1, FTI2;3;30; ;MED1, MED2;2;20; ; ;0;0; ; ;0;0; ;VET1, VET2;2;20; ;C8, C7;2;20.0;NO; ; ;0;0;;
11;1896311674;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
12;144699680;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
13;1046708706;Macpelru;ca;guapos;Founder;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;ETSE3, ETSE1, ETSE2;3;30; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
14;836955183;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
15;1805031879;no_alias;ca;inglesitas;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ;COM1, COM2;2;20; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;FTI1, FTI2, FTI3;3;30; ; ;0;0; ; ;0;0; ; ;0;0; ;VET1, VET2;2;20; ; ;0;0.0;NO; ; ;0;0;;
16;872835691;GuillemUwU;ca;Babosas;Babosa Sin Maquillaje;Player;Corruptus; ; ;0;0; ; ;0;0; ;CORRU1, CORRU2, CORRU3, MISFI2;4;0; ; ;0;0; ;BSUD24, BSUD23, BSUD1, BSUD36;4;40; ;BNORD1, BNORD3, BNORD2, BNORD24, BNORD39, BNORD38;6;60; ;BCEN1, BCEN23, BCEN2, BCEN36;4;40; ; ;0;0;ETSE40;ETSE2, ETSE1, ETSE3, ETSE25, ETSE24, ETSE38;6;60; ;FTI3, FTI1, FTI2, FTI25, FTI24, FTI26;6;60; ;MED3, MED24, MED26, MED25, MED2, MED1;6;60; ;SAF23, SAF2, SAF24, SAF40;4;50; ; ;0;0; ;VET1, VET2, VET24, VET23;4;40; ;C8, C7, C6, C314, C316, C317, C315, C210;8;80.0;YES; ;19W2B2fg;1;1;;
17;2040841214;Uri;ca;SPCorruptus;Founder;Player;Corruptus; ; ;0;0; ;OCULT1;1;0; ;CORRU1, CORRU3;2;0;COM36;COM1, COM2, COM23, COM24, COM35;5;50; ;BSUD1, BSUD2, BSUD23, BSUD24, BSUD23;5;50; ;BNORD1, BNORD2, BNORD3, BNORD25, BNORD24, BNORD26;6;60; ;BCEN1, BCEN2, BCEN23, BCEN24;4;40; ; ;0;0; ;ETSE1, ETSE2, ETSE3, ETSE26, ETSE25, ETSE24;6;60; ;FTI2, FTI3, FTI1, FTI26, FTI25, FTI24, FTI37;7;70; ;MED3, MED2, MED1, MED25, MED26, MED24, MED37, MED39;8;80; ;SAF2, SAF1, SAF24, SAF23;4;40; ; ;0;0; ;VET1, VET2, VET24, VET23;4;40; ;C6, C5, C4, C8, C7, C213, C210, C211, C212, C29;10;100.0;NO; ; ;0;0;;
18;2023063257;pATATA;ca;Escuadrón Suicida;Gran Villano;Player;Anomalis; ; ;0;0; ;OCULT1;1;0; ;ANOMA1, ANOMA2, HALAL1, ANOMA3, LORE40, MISFI1;6;-10; ;COM1, COM2, COM23, COM24, COM35, COM36, COM40;7;80; ;BSUD2, BSUD1, BSUD23, BSUD24, BSUD35, BSUD36;6;60; ;BNORD3, BNORD1, BNORD2, BNORD24, BNORD26, BNORD25, BNORD39, BNORD38, BNORD37;9;90; ;BCEN2, BCEN1, BCEN23, BCEN24, BCEN35, BCEN36, BCEN40;7;130; ; ;0;0; ;ETSE2, ETSE1, ETSE3, ETSE24, ETSE25, ETSE26, ETSE38, ETSE37, ETSE39, ETSE40;10;120; ;FTI3, FTI1, FTI2, FTI24, FTI26, FTI25, FTI37, FTI39, FTI38, FTI40;10;120; ;MED2, MED3, MED1, MED26, MED25, MED37, MED24, MED39, MED38, MED40;10;120; ;SAF1, SAF2, SAF24, SAF23, SAF35, SAF36, SAF40;7;80; ; ;0;0; ;VET1, VET2, VET24, VET23, VET36, VET35, VET40;7;80; ;C8, C6, C4, C7, C5, C318, C314, C210, C211, C213, C315, C29, C316, C317, C212, C40;16;200.0;YES; ;19W2B2fg, 6RtQ87cdJ3, 94RpTa6Y2m34, P59sDDf2T1QyCCv36, TQP95HHFD374FEW3N477;5;5;;
19;458998050;Aris;ca;Babosas;Babosa Procrastinadora;Player;Corruptus; ; ;0;0; ; ;0;0; ;CORRU1, CORRU2, HALAL1, CORRU3;4;0; ;COM1, COM2, COM23, COM36, COM35, COM24;6;60;BSUD24;BSUD1, BSUD2, BSUD23, BSUD36, BSUD35;5;50; ;BNORD1, BNORD3, BNORD2, BNORD24, BNORD25, BNORD26, BNORD38, BNORD39, BNORD25;9;90; ;BCEN2, BCEN23, BCEN36, BCEN40;4;100; ; ;0;0; ;ETSE3, ETSE1, ETSE25, ETSE2, ETSE38, ETSE37;6;60;FTI37;FTI25, FTI1, FTI3, FTI2, FTI24, FTI26, FTI39;7;70; ;MED3, MED2, MED1, MED26, MED25, MED37, MED39;7;70; ;SAF1, SAF2, SAF24, SAF23;4;40; ; ;0;0; ;VET2, VET1, VET24, VET23;4;40; ;C8, C4, C5, C6, C213;5;50.0;YES; ;19W2B2fg, 6RtQ87cdJ3;2;2;;
20;579841832;ThePituLegend;ca;Smurf Squad;Founder;Player;Anomalis; ; ;0;0; ; ;0;0; ;ANOMA1, ANOMA2;2;0; ; ;0;0; ;BSUD1, BSUD2, BSUD23, BSUD24;4;40; ;BNORD1, BNORD2, BNORD3, BNORD24, BNORD25, BNORD26;6;60; ;BCEN1, BCEN2, BCEN23, BCEN24;4;40; ; ;0;0; ;ETSE1, ETSE3, ETSE3, ETSE2, ETSE24, ETSE25, ETSE26;7;70; ; ;0;0; ; ;0;0; ;SAF1, SAF2;2;20; ; ;0;0; ;VET24;1;10; ;C1, C2, C3;3;30.0;NO; ; ;0;0;;
21;2039291770;Xeni;ca;Babosas;Babosa Tullida;Player;Corruptus; ; ;0;0; ; ;0;0; ;CORRU1, CORRU2, CORRU3;3;0; ;COM23, COM35, COM2, COM1, COM24;5;50; ;BSUD2, BSUD1, BSUD23, BSUD36;4;40; ;BNORD1, BNORD3, BNORD2, BNORD39, BNORD38, BNORD26, BNORD25, BNORD24, BNORD37;9;90; ;BCEN1, BCEN2, BCEN24, BCEN23, BCEN36;5;50; ; ;0;0; ;ETSE1, ETSE38, ETSE37, ETSE26, ETSE2, ETSE3, ETSE24, ETSE25;8;80; ;FTI3, FTI1, FTI2, FTI25, FTI37, FTI38, FTI24, FTI39;8;80; ;MED3, MED24, MED26, MED25, MED2, MED1;6;60; ;SAF1, SAF23, SAF2, SAF24, SAF35;5;50; ; ;0;0; ;VET1, VET2, VET24, VET23, VET36, VET35;6;60; ;C4, C6, C5, C8, C7, C213, C29, C211, C314, C317, C315, C316, C210;13;130.0;YES; ; ;0;0;;
22;1981351183;no_alias;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;BNORD1;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ;FTI1, FTI3, FTI25;3;30; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
23;2009295904;Seaset;ca;Escuadrón Suicida;Guerrero Experimentado;Player;Anomalis; ; ;0;0; ; ;0;0; ;MISFI2;1;0; ;COM1, COM2;2;20; ;BSUD2, BSUD1;2;20; ;BNORD1, BNORD3, BNORD2;3;30; ;BCEN1, BCEN2;2;20; ; ;0;0; ;ETSE2, ETSE1, ETSE3;3;30; ;FTI1, FTI2, FTI3;3;30; ;MED2, MED1, MED3;3;30; ;SAF1, SAF2;2;20; ; ;0;0; ;VET1, VET2;2;20; ;C5, C4, C6, C8, C7;5;50.0;NO; ; ;0;0;;
24;2009112872;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
25;2026427414;no_alias;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
26;1202981103;Ash;ca;inglesitas;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;FTI1, FTI2, FTI3;3;30; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
27;2015237429;selenss;ca;SPCorruptus;Newbie;Player;Corruptus; ; ;0;0; ;OCULT1;1;0; ;CORRU1, CORRU3;2;0;COM36;COM1, COM2, COM23, COM24, COM35;5;50; ;BSUD1, BSUD2, BSUD23, BSUD24, BSUD23;5;50; ;BNORD1, BNORD2, BNORD3, BNORD25, BNORD24, BNORD26;6;60; ;BCEN1, BCEN2, BCEN23, BCEN24;4;40; ; ;0;0; ;ETSE1, ETSE2, ETSE3, ETSE26, ETSE25, ETSE24;6;60;FTI3;FTI2, FTI1, FTI24, FTI25, FTI26;5;50; ;MED3, MED2, MED1, MED25, MED26, MED24, MED37, MED39;8;80; ;SAF1, SAF2, SAF24, SAF23;4;40; ; ;0;0; ;VET1, VET2, VET23, VET24;4;40; ;C5, C4, C6, C8, C7, C213, C210, C211, C212, C29;10;100.0;NO; ; ;0;0;;
28;1708891973;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
29;114855050;Chaos;ca;Chaos, insomnia & gay disasters;Founder;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;BNORD25;1;10; ;BCEN2;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
30;996702452;ruli;ca;inglesitas;el rulas;Player;Corruptus; ; ;0;0; ; ;0;0;MISFI2; ;0;0; ; ;0;0; ;BSUD1, BSUD2;2;20; ;BNORD3, BNORD2, BNORD1, BNORD25, BNORD24, BNORD39, BNORD38;7;70; ;BCEN1, BCEN2;2;20; ; ;0;0; ; ;0;0; ;FTI2, FTI1, FTI3;3;30; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;C8, C7;2;20.0;NO; ; ;0;0;;
31;2013264883;Tipo de Incognito;ca;Smurf Squad;Lieutenant;Player;Anomalis; ; ;0;0; ; ;0;0; ;ANOMA1, ANOMA2, HALAL1, ANOMA3, MISFI2;5;0; ;COM40, COM24, COM36, COM35, COM23;5;60; ;BSUD1, BSUD24;2;20; ; ;0;0; ;BCEN24;1;10; ; ;0;0; ;ETSE24, ETSE25, ETSE3, ETSE2, ETSE1, ETSE26, ETSE37, ETSE38;8;80; ;FTI24, FTI1, FTI25, FTI3, FTI2, FTI38, FTI26, FTI37;8;80; ;MED38, MED39, MED1, MED26, MED2, MED25, MED3, MED24, MED40;9;110; ;SAF23, SAF2, SAF35, SAF1;4;40; ; ;0;0; ; ;0;0; ;C212, C7, C8, C6, C314, C317, C315, C213;8;80.0;NO; ; ;0;0;;
32;809389624;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
33;438141524;no_alias;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
34;801734994;no_alias;ca;HvZ;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
35;2017561803;SenpaiSusie;ca;Exploding Kittens;Founder;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;BNORD3;1;10; ;BCEN1;1;10; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
36;2015701451;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
37;1993424624;Ai;ca;Mochete;Founder;Mod;Corruptus; ; VET1, VET2, FTI1, FTI2, FTI3, COM1, COM2, MED1, MED2, MED3, ETSE1, ETSE2, ETSE3;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0;BNORD26; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;FTI40;1;30;MED24; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
38;2037800205;no_alias;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
39;1972666475;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
40;1011603311;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ;ETSE2, ETSE1;2;20; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
41;1905885776;no_alias;ca;AcElGaS GaRrApIñAdAs;Newbie;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0;VET2; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
42;2004872291;Founder Acelgas;ca;AcElGaS GaRrApIñAdAs;Founder;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
43;2020651091;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
44;1675273364;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
45;1553837609;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
46;258026749;no_alias;ca; ;unguilded;Player;Anomalis; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0;SAF1; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
47;2006278703;XPiece;ca;Lone Wolf;Founder;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ;COM2, COM1;2;20; ; ;0;0; ;BNORD3;1;10; ;BCEN2;1;10; ; ;0;0; ; ;0;0; ;FTI2, FTI1;2;20; ;MED2, MED3, MED1, MED26;4;40; ;SAF1, SAF2;2;20; ; ;0;0; ;VET1, VET2;2;20; ;C4, C6, C8;3;30.0;NO; ; ;0;0;;
48;1321309541;no_alias;ca; ;unguilded;Player;Corruptus; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
49;1995562886;no_alias;ca; ;unguilded;Player;Neutral; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;0.0;NO; ; ;0;0;;
